PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
1460,38012,0,8822,SQ,Singapore Airlines Ltd.,14824,SIN,SG,Singapore,12889,LAS,US,United States,2003,1
1461,8008,0,9484,SQ,Singapore Airlines Ltd.,14824,SIN,SG,Singapore,11618,EWR,US,United States,2003,4
1496,0,791,9320,UA,United Air Lines Inc.,14824,SIN,SG,Singapore,13930,ORD,US,United States,2003,10
1596,0,0,8440,UA,United Air Lines Inc.,14824,SIN,SG,Singapore,14771,SFO,US,United States,2003,11
1611,0,0,9055,NW,Northwest Airlines Inc.,14824,SIN,SG,Singapore,13487,MSP,US,United States,2003,1
1655,75161,0,9484,SQ,Singapore Airlines Ltd.,11618,EWR,US,United States,14824,SIN,SG,Singapore,2003,6
1675,263,0,9320,UA,United Air Lines Inc.,14824,SIN,SG,Singapore,13930,ORD,US,United States,2003,1
1680,43146,0,9484,SQ,Singapore Airlines Ltd.,11618,EWR,US,United States,14824,SIN,SG,Singapore,2003,8
1685,20658,0,9484,SQ,Singapore Airlines Ltd.,14824,SIN,SG,Singapore,11618,EWR,US,United States,2003,12
1687,0,0,9357,NW,Northwest Airlines Inc.,11433,DTW,US,United States,14824,SIN,SG,Singapore,2003,7
1713,377722,0,9487,SQ,Singapore Airlines Ltd.,14824,SIN,SG,Singapore,12478,JFK,US,United States,2003,11
1719,3688,1000,8440,UA,United Air Lines Inc.,14771,SFO,US,United States,14824,SIN,SG,Singapore,2003,12
1728,16234,0,9484,SQ,Singapore Airlines Ltd.,14824,SIN,SG,Singapore,11618,EWR,US,United States,2003,9
1737,22613,7046,9320,UA,United Air Lines Inc.,13930,ORD,US,United States,14824,SIN,SG,Singapore,2003,1
1754,18671,0,9484,SQ,Singapore Airlines Ltd.,11618,EWR,US,United States,14824,SIN,SG,Singapore,2003,7
1761,839,0,8440,UA,United Air Lines Inc.,14771,SFO,US,United States,14824,SIN,SG,Singapore,2003,11
1797,3,0,9055,NW,Northwest Airlines Inc.,13487,MSP,US,United States,14824,SIN,SG,Singapore,2003,1
